שם ספר,קבוצת דור
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות ביאת מקדש",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות ביכורים ושאר מתנות כהונה שבגבולין",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות בית הבחירה",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות בכורות",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות דעות",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות חגיגה",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות חמץ ומצה",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות טומאת צרעת",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות כלאים",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות כלי המקדש והעובדין בו",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות מאכלות אסורות",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות מגילה וחנוכה",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות מחוסרי כפרה",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות מטמאי משכב ומושב",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות מכירה",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות מלכים ומלחמות",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות מעילה",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות מעשה הקרבנות",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות מעשר שני ונטע רבעי",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות מתנות עניים",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות נדרים",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות נזירות",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות נזקי ממון",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות נערה בתולה",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות סוטה",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות סנהדרין והעונשין המסורין להם",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות עבדים",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות עבודה זרה וחוקות הגויים",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות עבודת יום הכפורים",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות עדות",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות ערכים וחרמין",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות פסולי המוקדשין",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות פרה אדומה",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות ציצית",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות קידוש החודש",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות קרבן פסח",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות קריאת שמע",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות רוצח ושמירת נפש",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות שאר אבות הטומאות",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות שבועות",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות שבת",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות שופר וסוכה ולולב",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות שחיטה",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות שמיטה ויובל",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות שקלים",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות תלמוד תורה",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות תמורה",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות תמידים ומוספין",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות תעניות",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות תפילה וברכת כהנים",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות תפילין ומזוזה וספר תורה",אחרונים
"חידושים ומקורים מבעל מנחת חינוך על משנה תורה, הלכות תרומות",אחרונים
"חידושים ומקורים מהר""ץ חיות על משנה תורה, הלכות אבל",אחרונים
"חידושים ומקורים מהר""ץ חיות על משנה תורה, הלכות איסורי ביאה",אחרונים
"חידושים ומקורים מהר""ץ חיות על משנה תורה, הלכות אישות",אחרונים
"חידושים ומקורים מהר""ץ חיות על משנה תורה, הלכות ביאת מקדש",אחרונים
"חידושים ומקורים מהר""ץ חיות על משנה תורה, הלכות דעות",אחרונים
"חידושים ומקורים מהר""ץ חיות על משנה תורה, הלכות חמץ ומצה",אחרונים
"חידושים ומקורים מהר""ץ חיות על משנה תורה, הלכות יסודי התורה",אחרונים
"חידושים ומקורים מהר""ץ חיות על משנה תורה, הלכות מלכים ומלחמות",אחרונים
"חידושים ומקורים מהר""ץ חיות על משנה תורה, הלכות ממרים",אחרונים
"חידושים ומקורים מהר""ץ חיות על משנה תורה, הלכות נזקי ממון",אחרונים
"חידושים ומקורים מהר""ץ חיות על משנה תורה, הלכות סוטה",אחרונים
"חידושים ומקורים מהר""ץ חיות על משנה תורה, הלכות סנהדרין והעונשין המסורין להם",אחרונים
"חידושים ומקורים מהר""ץ חיות על משנה תורה, הלכות עבודה זרה וחוקות הגויים",אחרונים
"חידושים ומקורים מהר""ץ חיות על משנה תורה, הלכות עבודת יום הכפורים",אחרונים
"חידושים ומקורים מהר""ץ חיות על משנה תורה, הלכות קידוש החודש",אחרונים
"חידושים ומקורים מהר""ץ חיות על משנה תורה, הלכות רוצח ושמירת נפש",אחרונים
